Query	Dates range	Impressions	Clicks	CTR %	Avg. position	Avg. click position	Impressions for 1st position	Clicks from pos. 1	CTR % for pos. 1	Impressions for pos. 2-3	Clicks from pos. 2-3	CTR % for pos. 2-3	Avg. impression position for pos. 2-3	Avg. click position from pos. 2-3	Impressions for pos. 4-10	Clicks from pos. 4-10	CTR % for pos. 4-10	Avg. impression position for pos. 4-10	Avg. click position from pos. 4-10	Impressions for pos. 11-50	Clicks from pos. 11-50	CTR % for pos. 11-50	Avg. impression position for pos. 11-50	Avg. click position from pos. 11-50
caex ул. миллий бог, 1, мирзо-улугбекский район отзывы	2025-01-01 - 2025-10-15	17	0	0	10,94117647		0	0		0	0				5	0	0	9,8		12	0	0	11,41666667	
ривьера	2025-01-01 - 2025-10-15	17	0	0	10,05882353		0	0		1	0	0	2		7	0	0	9,571428571		9	0	0	11,33333333	
бердах	2025-01-01 - 2025-10-15	17	0	0	11,11764706		0	0		0	0				6	0	0	9,166666667		11	0	0	12,18181818	
ташкент улица ахмада дониша ташкент	2025-01-01 - 2025-10-15	17	0	0	5,470588235		0	0		1	0	0	3		16	0	0	5,625		0	0			
nrg oybek ташкент	2025-01-01 - 2025-10-15	16	0	0	10,4375		0	0		0	0				9	0	0	9,666666667		7	0	0	11,42857143	
хумо арена в ташкенте фото внутри	2025-01-01 - 2025-10-15	16	0	0	8,0625		0	0		0	0				13	0	0	7,076923077		3	0	0	12,33333333	
базар чорсу в ташкенте на карте	2025-01-01 - 2025-10-15	16	0	0	9,625		0	0		0	0				13	0	0	9,230769231		3	0	0	11,33333333	
nanay sharsharasi	2025-01-01 - 2025-10-15	16	0	0	7,375		0	0		1	0	0	2		12	0	0	6,833333333		3	0	0	11,33333333	
tuning house	2025-01-01 - 2025-10-15	16	0	0	10,1875		0	0		0	0				9	0	0	9,555555556		7	0	0	11	
ibis hotel tashkent	2025-01-01 - 2025-10-15	16	3	18,75	5	5	0	0		2	1	50	3	3	14	2	14,28571429	5,285714286	6	0	0			
ц1	2025-01-01 - 2025-10-15	16	0	0	13,0625		0	0		0	0				6	0	0	10		10	0	0	14,9	
airitom free zone	2025-01-01 - 2025-10-15	16	1	6,25	5,8125	4	0	0		0	0				16	1	6,25	5,8125	4	0	0			
shosh	2025-01-01 - 2025-10-15	16	0	0	7,75		0	0		1	0	0	3		13	0	0	7,538461538		2	0	0	11,5	
на улице бунёдкор,	2025-01-01 - 2025-10-15	16	0	0	11,875		0	0		0	0				2	0	0	9,5		14	0	0	12,21428571	
улица чехова ташкент	2025-01-01 - 2025-10-15	16	1	6,25	8,4375	8	0	0		0	0				15	1	6,666666667	8,2	8	1	0	0	12	
улица мукими	2025-01-01 - 2025-10-15	16	0	0	5,5625		0	0		0	0				16	0	0	5,5625		0	0			
mymore akvapark	2025-01-01 - 2025-10-15	16	0	0	4,9375		0	0		0	0				16	0	0	4,9375		0	0			
угам кристалл зона отдыха	2025-01-01 - 2025-10-15	16	0	0	9,25		0	0		0	0				15	0	0	9,133333333		1	0	0	11	
terra ташкент	2025-01-01 - 2025-10-15	16	0	0	10,1875		0	0		0	0				9	0	0	9,555555556		7	0	0	11	
азбука дома ташкент	2025-01-01 - 2025-10-15	15	0	0	13,2		0	0		0	0				0	0				15	0	0	13,2	
улица беруний	2025-01-01 - 2025-10-15	15	0	0	5,733333333		0	0		1	0	0	3		14	0	0	5,928571429		0	0			
джоми круг	2025-01-01 - 2025-10-15	15	0	0	7,133333333		0	0		0	0				15	0	0	7,133333333		0	0			
?арши ша?ар муста?иллик кўчаси 21 уй. it park	2025-01-01 - 2025-10-15	15	0	0	7,733333333		0	0		0	0				13	0	0	7,230769231		2	0	0	11	
ул махтумкули	2025-01-01 - 2025-10-15	15	0	0	9,066666667		0	0		0	0				10	0	0	7,8		5	0	0	11,6	
ташкентский аквапарк просп. амира темура, 107 фото	2025-01-01 - 2025-10-15	15	0	0	11,73333333		0	0		0	0				1	0	0	10		14	0	0	11,85714286	
старое ташми в ташкенте	2025-01-01 - 2025-10-15	15	1	6,666666667	5,133333333	5	0	0		1	0	0	3		14	1	7,142857143	5,285714286	5	0	0			
нефрит коли	2025-01-01 - 2025-10-15	15	0	0	8,933333333		0	0		0	0				12	0	0	8,333333333		3	0	0	11,33333333	
элефант кафе ташкент	2025-01-01 - 2025-10-15	15	0	0	11,2		0	0		0	0				3	0	0	9,666666667		12	0	0	11,58333333	
паркент ташкент	2025-01-01 - 2025-10-15	15	0	0	11		0	0		0	0				5	0	0	9,2		10	0	0	11,9	
ko'kcha masjidi	2025-01-01 - 2025-10-15	15	0	0	6,2		0	0		1	0	0	3		14	0	0	6,428571429		0	0			
захид кебаб ташкент	2025-01-01 - 2025-10-15	15	0	0	9,6		0	0		0	0				9	0	0	8,111111111		6	0	0	11,83333333	
дворец международных форумов в ташкенте	2025-01-01 - 2025-10-15	15	1	6,666666667	9,6	8	0	0		0	0				10	1	10	8,6	8	5	0	0	11,6	
шахрисабз шахар	2025-01-01 - 2025-10-15	15	2	13,33333333	1,8	1	14	2	14,28571429	0	0				0	0				1	0	0	13	
дархан в ташкенте	2025-01-01 - 2025-10-15	15	0	0	4,8		0	0		4	0	0	3		10	0	0	4,9		1	0	0	11	
кукча ташкент	2025-01-01 - 2025-10-15	15	1	6,666666667	6,266666667	9	0	0		2	0	0	3		13	1	7,692307692	6,769230769	9	0	0			
файзабад ташкент	2025-01-01 - 2025-10-15	14	0	0	3,357142857		0	0		11	0	0	2,818181818		3	0	0	5,333333333		0	0			
bankiuz	2025-01-01 - 2025-10-15	14	0	0	4,714285714		0	0		1	0	0	3		13	0	0	4,846153846		0	0			
ташкент ц1	2025-01-01 - 2025-10-15	14	1	7,142857143	7	4	0	0		0	0				13	1	7,692307692	6,615384615	4	1	0	0	12	
shahrisabz	2025-01-01 - 2025-10-15	14	0	0	5,785714286		4	0	0	0	0				10	0	0	7,7		0	0			
ташморе санаторий	2025-01-01 - 2025-10-15	14	4	28,57142857	2,5	2,25	4	2	50	7	1	14,28571429	2,714285714	3	3	1	33,33333333	4	4	0	0			
сезам гарден в ташкенте	2025-01-01 - 2025-10-15	14	2	14,28571429	11,85714286	12	0	0		0	0				1	0	0	10		13	2	15,38461538	12	12
музей природы ташкент	2025-01-01 - 2025-10-15	14	0	0	9,857142857		0	0		0	0				8	0	0	9		6	0	0	11	
самарканд вид сверху	2025-01-01 - 2025-10-15	14	1	7,142857143	9,071428571	5	0	0		0	0				10	1	10	8	5	4	0	0	11,75	
пирамит тауэр ташкент, жк пирамит тауэр фото	2025-01-01 - 2025-10-15	14	0	0	10,14285714		0	0		0	0				8	0	0	8,875		6	0	0	11,83333333	
сергели карта	2025-01-01 - 2025-10-15	14	0	0	10,71428571		0	0		0	0				5	0	0	9,8		9	0	0	11,22222222	
ташкент улица пахлавона махмуда 47 the бани	2025-01-01 - 2025-10-15	14	0	0	11,42857143		0	0		0	0				3	0	0	9,666666667		11	0	0	11,90909091	
узгариш	2025-01-01 - 2025-10-15	14	0	0	7,857142857		0	0		0	0				14	0	0	7,857142857		0	0			
проспект амира темура	2025-01-01 - 2025-10-15	14	2	14,28571429	4,071428571	4,5	0	0		4	0	0	3		10	2	20	4,5	4,5	0	0			
общеобразовательная средняя школа № 145 ул. истикбол, 37, ташкент фото	2025-01-01 - 2025-10-15	14	0	0	8,428571429		0	0		0	0				14	0	0	8,428571429		0	0			
карта ташкента экопарк	2025-01-01 - 2025-10-15	14	0	0	8		0	0		0	0				14	0	0	8		0	0			
ташкент каракамыш	2025-01-01 - 2025-10-15	14	0	0	8,857142857		0	0		0	0				13	0	0	8,692307692		1	0	0	11	
санаторий ташморе	2025-01-01 - 2025-10-15	14	5	35,71428571	2,571428571	2,6	1	1	100	11	3	27,27272727	2,272727273	2,333333333	2	1	50	5	5	0	0			
islom ota masjidi	2025-01-01 - 2025-10-15	14	0	0	8,285714286		0	0		0	0				14	0	0	8,285714286		0	0			
себзар	2025-01-01 - 2025-10-15	14	0	0	6,285714286		0	0		1	0	0	3		12	0	0	6,083333333		1	0	0	12	
hilton garden inn	2025-01-01 - 2025-10-15	14	0	0	8,214285714		0	0		0	0				13	0	0	7,923076923		1	0	0	12	
airitom	2025-01-01 - 2025-10-15	14	0	0	7,642857143		0	0		0	0				14	0	0	7,642857143		0	0			
школа 145 ташкент	2025-01-01 - 2025-10-15	14	3	21,42857143	10,28571429	10,33333333	0	0		0	0				6	1	16,66666667	9,166666667	9	8	2	25	11,125	11
арка мебель	2025-01-01 - 2025-10-15	14	0	0	12,07142857		0	0		0	0				8	0	0	9,625		6	0	0	15,33333333	
зохид кабоб ташкент	2025-01-01 - 2025-10-15	14	0	0	10,78571429		0	0		0	0				3	0	0	9,333333333		11	0	0	11,18181818	
наманган бобур боги	2025-01-01 - 2025-10-15	13	1	7,692307692	8,461538462	7	0	0		0	0				12	1	8,333333333	8,25	7	1	0	0	11	
динамо ташкент, улица ахмада дониша фото	2025-01-01 - 2025-10-15	13	0	0	11,76923077		0	0		0	0				3	0	0	10		10	0	0	12,3	
адиблар хиёбони	2025-01-01 - 2025-10-15	13	1	7,692307692	6,384615385	5	0	0		0	0				13	1	7,692307692	6,384615385	5	0	0			
южный вокзал в ташкенте	2025-01-01 - 2025-10-15	13	0	0	12,23076923		0	0		0	0				1	0	0	10		12	0	0	12,41666667	
the чайхона ташкент	2025-01-01 - 2025-10-15	13	1	7,692307692	11,15384615	12	0	0		0	0				5	0	0	9,6		8	1	12,5	12,125	12
the бани ул. пахлавона махмуда, 47, ташкент фото	2025-01-01 - 2025-10-15	13	0	0	9,846153846		0	0		0	0				9	0	0	9		4	0	0	11,75	
кафе кафе ташкент	2025-01-01 - 2025-10-15	13	0	0	10,07692308		0	0		0	0				7	0	0	9,142857143		6	0	0	11,16666667	
международный аэропорт наманган ул. парвоз, 41, махаллинский сход граждан тукувчи, наманган фото	2025-01-01 - 2025-10-15	13	0	0	5,846153846		0	0		3	0	0	3		7	0	0	4,571428571		3	0	0	11,66666667	
депо молл ул. лутфий, 57 фото	2025-01-01 - 2025-10-15	13	0	0	9,538461538		0	0		0	0				9	0	0	8,888888889		4	0	0	11	
ша?рисабз	2025-01-01 - 2025-10-15	13	0	0	11,15384615		0	0		0	0				3	0	0	10		10	0	0	11,5	
ассалом дустлик	2025-01-01 - 2025-10-15	13	0	0	10,07692308		0	0		0	0				7	0	0	9,142857143		6	0	0	11,16666667	
caex ул. миллий бог, 1, мирзо-улугбекский район, ташкент фото	2025-01-01 - 2025-10-15	13	0	0	6		0	0		0	0				13	0	0	6		0	0			
toshkent city	2025-01-01 - 2025-10-15	13	0	0	11,07692308		0	0		0	0				3	0	0	9,333333333		10	0	0	11,6	
парк ашхабад в ташкенте	2025-01-01 - 2025-10-15	13	1	7,692307692	11,23076923	8	0	0		0	0				6	1	16,66666667	8,5	8	7	0	0	13,57142857	
zamonb	2025-01-01 - 2025-10-15	13	0	0	4		0	0		2	0	0	3		11	0	0	4,181818182		0	0			
чунтак чойхона	2025-01-01 - 2025-10-15	13	1	7,692307692	9,230769231	6	0	0		0	0				13	1	7,692307692	9,230769231	6	0	0			
геологический музей узбекистана	2025-01-01 - 2025-10-15	13	0	0	12,53846154		0	0		0	0				0	0				13	0	0	12,53846154	
elephant 2-й пр. бадахшон, 786а фото	2025-01-01 - 2025-10-15	13	0	0	8		0	0		0	0				13	0	0	8		0	0			
ташкент дархан	2025-01-01 - 2025-10-15	13	0	0	5,538461538		0	0		2	0	0	3		11	0	0	6		0	0			
мдс сервис узбекистан	2025-01-01 - 2025-10-15	13	0	0	14		0	0		0	0				0	0				13	0	0	14	
ашхабад (парк, ташкент)	2025-01-01 - 2025-10-15	13	0	0	11,23076923		0	0		0	0				6	0	0	9,166666667		7	0	0	13	
ривьера в ташкенте	2025-01-01 - 2025-10-15	13	0	0	10,30769231		0	0		0	0				6	0	0	9,166666667		7	0	0	11,28571429	
luna park ул. нодиры, 4 фото	2025-01-01 - 2025-10-15	13	0	0	7,846153846		0	0		0	0				13	0	0	7,846153846		0	0			
дворец авиастроителей ташкент	2025-01-01 - 2025-10-15	13	0	0	6,692307692		0	0		0	0				13	0	0	6,692307692		0	0			
mashal oromgohi manzili	2025-01-01 - 2025-10-15	13	2	15,38461538	4,384615385	4,5	0	0		1	0	0	3		12	2	16,66666667	4,5	4,5	0	0			
nrg mirzo ulugbek	2025-01-01 - 2025-10-15	12	0	0	11,91666667		0	0		0	0				0	0				12	0	0	11,91666667	
maksim gorkiy metro	2025-01-01 - 2025-10-15	12	0	0	10,33333333		0	0		0	0				7	0	0	9,714285714		5	0	0	11,2	
145 школа	2025-01-01 - 2025-10-15	12	0	0	9,666666667		0	0		0	0				10	0	0	9,4		2	0	0	11	
premium concept ташкент	2025-01-01 - 2025-10-15	12	0	0	12		0	0		0	0				1	0	0	9		11	0	0	12,27272727	
эски ташми	2025-01-01 - 2025-10-15	12	0	0	8,416666667		0	0		0	0				10	0	0	7,8		2	0	0	11,5	
riviera ташкент	2025-01-01 - 2025-10-15	12	0	0	9,75		0	0		0	0				8	0	0	9		4	0	0	11,25	
саида зуннунова биография	2025-01-01 - 2025-10-15	12	0	0	10,83333333		0	0		0	0				1	0	0	8		11	0	0	11,09090909	
ривьера молл ташкент	2025-01-01 - 2025-10-15	12	0	0	9,666666667		0	0		0	0				8	0	0	8,625		4	0	0	11,75	
bakan tex	2025-01-01 - 2025-10-15	12	0	0	9,083333333		0	0		0	0				10	0	0	8,6		2	0	0	11,5	
nbu просп. амира темура, 101 фото	2025-01-01 - 2025-10-15	12	0	0	7,583333333		0	0		0	0				10	0	0	6,9		2	0	0	11	
the choyxona	2025-01-01 - 2025-10-15	12	0	0	10,5		0	0		0	0				8	0	0	9,125		4	0	0	13,25	
панорама в ташкенте	2025-01-01 - 2025-10-15	12	0	0	8,916666667		0	0		0	0				10	0	0	8,5		2	0	0	11	
mitc	2025-01-01 - 2025-10-15	12	0	0	10,58333333		0	0		0	0				5	0	0	10		7	0	0	11	
хадра это	2025-01-01 - 2025-10-15	12	0	0	3,333333333		0	0		8	0	0	3		4	0	0	4		0	0			
зе бани ташкент	2025-01-01 - 2025-10-15	12	0	0	9,666666667		0	0		0	0				8	0	0	8,875		4	0	0	11,25	
памятник мирзо улугбек в ташкенте	2025-01-01 - 2025-10-15	12	0	0	7,333333333		0	0		0	0				12	0	0	7,333333333		0	0			
русский лес	2025-01-01 - 2025-10-15	12	0	0	11,33333333		0	0		0	0				3	0	0	10		9	0	0	11,77777778	
проспект навои	2025-01-01 - 2025-10-15	12	0	0	9,416666667		0	0		0	0				9	0	0	8,888888889		3	0	0	11	
улица навои ташкент	2025-01-01 - 2025-10-15	12	0	0	9,25		0	0		0	0				9	0	0	8,666666667		3	0	0	11	
туркистон ресторан в ташкенте	2025-01-01 - 2025-10-15	12	0	0	9,833333333		0	0		0	0				9	0	0	9,333333333		3	0	0	11,33333333	
улица афросиаб	2025-01-01 - 2025-10-15	12	0	0	7,166666667		0	0		0	0				12	0	0	7,166666667		0	0			
проспект алишера навои	2025-01-01 - 2025-10-15	12	0	0	10,5		0	0		0	0				4	0	0	9,25		8	0	0	11,125	
mona ул. юсуфа хос ходжиба, 69 фото	2025-01-01 - 2025-10-15	12	0	0	9		0	0		0	0				12	0	0	9		0	0			
бунедкор стадион	2025-01-01 - 2025-10-15	12	0	0	11,33333333		0	0		0	0				5	0	0	9,4		7	0	0	12,71428571	
nrg qorasuv	2025-01-01 - 2025-10-15	12	0	0	11,25		0	0		0	0				2	0	0	9,5		10	0	0	11,6	
ташкент южный вокзал на карте	2025-01-01 - 2025-10-15	12	0	0	10,33333333		0	0		0	0				6	0	0	9,333333333		6	0	0	11,33333333	
шахрисабз на карте 3д	2025-01-01 - 2025-10-15	12	0	0	3		0	0		8	0	0	2,5		4	0	0	4		0	0			
ташкент улица истикбол 45-1 golden house	2025-01-01 - 2025-10-15	11	0	0	9,363636364		0	0		0	0				6	0	0	7,833333333		5	0	0	11,2	
мечеть кукча	2025-01-01 - 2025-10-15	11	4	36,36363636	5,909090909	4,75	0	0		1	0	0	3		10	4	40	6,2	4,75	0	0			
central park	2025-01-01 - 2025-10-15	11	0	0	7,909090909		0	0		0	0				9	0	0	7,111111111		2	0	0	11,5	
школа 21 ташкент	2025-01-01 - 2025-10-15	11	0	0	11,81818182		0	0		0	0				2	0	0	9		9	0	0	12,44444444	
ул аль хорезми	2025-01-01 - 2025-10-15	11	0	0	4		0	0		1	0	0	3		10	0	0	4,1		0	0			
госпиталка	2025-01-01 - 2025-10-15	11	0	0	8,818181818		0	0		0	0				11	0	0	8,818181818		0	0			
бунёдкор стадион схема	2025-01-01 - 2025-10-15	11	0	0	7,454545455		0	0		0	0				9	0	0	6,666666667		2	0	0	11	
ташкент тузель	2025-01-01 - 2025-10-15	11	0	0	4,909090909		0	0		3	0	0	2,333333333		7	0	0	5,142857143		1	0	0	11	
мечеть кукча в ташкенте	2025-01-01 - 2025-10-15	11	0	0	9		0	0		0	0				8	0	0	8,125		3	0	0	11,33333333	
ташкент ганга	2025-01-01 - 2025-10-15	11	0	0	9,636363636		0	0		0	0				5	0	0	7,6		6	0	0	11,33333333	
таш море	2025-01-01 - 2025-10-15	11	0	0	11,27272727		1	0	0	0	0				2	0	0	9,5		8	0	0	13	
nukus massj	2025-01-01 - 2025-10-15	11	0	0	8,545454545		0	0		0	0				11	0	0	8,545454545		0	0			
жк казахстан в ташкенте	2025-01-01 - 2025-10-15	11	0	0	11,27272727		0	0		0	0				0	0				11	0	0	11,27272727	
nrg oybek	2025-01-01 - 2025-10-15	11	0	0	11,36363636		0	0		0	0				3	0	0	9,333333333		8	0	0	12,125	
meros qora karta	2025-01-01 - 2025-10-15	11	0	0	6,181818182		0	0		0	0				11	0	0	6,181818182		0	0			
мечеть ислом ота	2025-01-01 - 2025-10-15	11	1	9,090909091	10,09090909	11	0	0		0	0				3	0	0	7,333333333		8	1	12,5	11,125	11
улица мирзо улугбека	2025-01-01 - 2025-10-15	11	0	0	4,909090909		0	0		0	0				11	0	0	4,909090909		0	0			
узбекские чипсы	2025-01-01 - 2025-10-15	11	0	0	11		0	0		0	0				4	0	0	10		7	0	0	11,57142857	
панорамы ташкента	2025-01-01 - 2025-10-15	11	2	18,18181818	2,818181818	3	0	0		8	1	12,5	2,375	2	3	1	33,33333333	4	4	0	0			
ресторан бурбон в ташкенте	2025-01-01 - 2025-10-15	11	0	0	12,09090909		0	0		0	0				0	0				11	0	0	12,09090909	
samarqand darvoza ул. караташ, 5а, ташкент фото	2025-01-01 - 2025-10-15	11	0	0	10,90909091		0	0		0	0				3	0	0	9		8	0	0	11,625	
shirin txt group	2025-01-01 - 2025-10-15	11	1	9,090909091	5,454545455	5	0	0		0	0				11	1	9,090909091	5,454545455	5	0	0			
quadro ул. зульфияханум, 24 фото	2025-01-01 - 2025-10-15	11	0	0	11,54545455		0	0		0	0				1	0	0	10		10	0	0	11,7	
bodomzor	2025-01-01 - 2025-10-15	11	0	0	10,90909091		0	0		0	0				3	0	0	8,666666667		8	0	0	11,75	
trilliant ташкент	2025-01-01 - 2025-10-15	10	0	0	13,6		0	0		0	0				0	0				10	0	0	13,6	
сан город ташкент	2025-01-01 - 2025-10-15	10	2	20	2,1	1	6	2	33,33333333	2	0	0	3		2	0	0	4,5		0	0			
амирё санаторий япония	2025-01-01 - 2025-10-15	10	0	0	5		0	0		2	0	0	3		8	0	0	5,5		0	0			
русский лес в ташкенте	2025-01-01 - 2025-10-15	10	0	0	11		0	0		0	0				2	0	0	10		8	0	0	11,25	
сангород ташкент	2025-01-01 - 2025-10-15	10	1	10	1,6	2	4	0	0	6	1	16,66666667	2	2	0	0				0	0			
yunusobod city	2025-01-01 - 2025-10-15	10	0	0	7,9		0	0		0	0				10	0	0	7,9		0	0			
памятник алишеру навои в ташкенте	2025-01-01 - 2025-10-15	10	0	0	11,6		0	0		0	0				2	0	0	9,5		8	0	0	12,125	
панорама улиц ташкент	2025-01-01 - 2025-10-15	10	1	10	3,2	2	0	0		8	1	12,5	2,125	2	2	0	0	7,5		0	0			
улица полевая ташкент	2025-01-01 - 2025-10-15	10	3	30	1	1	10	3	30	0	0				0	0				0	0			
yangi toshkent 3d	2025-01-01 - 2025-10-15	10	3	30	1,5	1,333333333	5	2	40	5	1	20	2	2	0	0				0	0			
anor family cafe ферганская область, маргилан, улица мустакиллик фото	2025-01-01 - 2025-10-15	10	0	0	6,1		0	0		0	0				10	0	0	6,1		0	0			
quadro ресторан ташкент	2025-01-01 - 2025-10-15	10	0	0	10,8		0	0		0	0				2	0	0	9,5		8	0	0	11,125	
golden house ул. истикбол, 45-1 фото	2025-01-01 - 2025-10-15	10	1	10	4,6	4	0	0		0	0				10	1	10	4,6	4	0	0			
ойбек ташкент	2025-01-01 - 2025-10-15	10	0	0	9,2		0	0		0	0				10	0	0	9,2		0	0			
луна парк	2025-01-01 - 2025-10-15	10	0	0	10,4		0	0		0	0				6	0	0	9,833333333		4	0	0	11,25	
ахангаранское шоссе	2025-01-01 - 2025-10-15	10	0	0	5,1		0	0		0	0				10	0	0	5,1		0	0			
нанай шаршара	2025-01-01 - 2025-10-15	10	0	0	8,2		0	0		0	0				10	0	0	8,2		0	0			
многофункциональный ледовый комплекс humo arena ул. бешёгоч, 28б, ташкент фото	2025-01-01 - 2025-10-15	10	0	0	10,9		0	0		0	0				4	0	0	9,5		6	0	0	11,83333333	
стадион бунедкор	2025-01-01 - 2025-10-15	10	0	0	11,6		0	0		0	0				1	0	0	10		9	0	0	11,77777778	
luna park tashkent	2025-01-01 - 2025-10-15	10	0	0	10,2		0	0		0	0				7	0	0	9,571428571		3	0	0	11,66666667	
район болгарка ташкент	2025-01-01 - 2025-10-15	10	0	0	4,6		0	0		4	0	0	2,5		6	0	0	6		0	0			
ташморе в узбекистане где находится	2025-01-01 - 2025-10-15	10	1	10	11,6	1	1	1	100	0	0				0	0				9	0	0	12,77777778	
saf towers	2025-01-01 - 2025-10-15	10	0	0	8,2		0	0		0	0				8	0	0	7,375		2	0	0	11,5	
стадион бунедкор в ташкенте	2025-01-01 - 2025-10-15	10	0	0	12,7		0	0		0	0				0	0				10	0	0	12,7	
шахрисабз уртакургон	2025-01-01 - 2025-10-15	10	2	20	2,2	1	5	2	40	3	0	0	3		2	0	0	4		0	0			
басри баба в ташкенте	2025-01-01 - 2025-10-15	10	1	10	12,1	11	0	0		0	0				0	0				10	1	10	12,1	11
хива	2025-01-01 - 2025-10-15	10	1	10	4,9	1	3	1	33,33333333	1	0	0	2		6	0	0	7,333333333		0	0			
дворец форумов	2025-01-01 - 2025-10-15	10	1	10	8,9	7	0	0		0	0				8	1	12,5	8,375	7	2	0	0	11	
smalto dental clinic ташкент	2025-01-01 - 2025-10-15	10	0	0	11,7		0	0		0	0				3	0	0	10		7	0	0	12,42857143	
ярмарка сергели	2025-01-01 - 2025-10-15	10	0	0	5,2		0	0		0	0				10	0	0	5,2		0	0			
северный алмазар	2025-01-01 - 2025-10-15	10	0	0	3,8		0	0		2	0	0	3		8	0	0	4		0	0			
black star ул. матбуотчилар, 32, ташкент фото	2025-01-01 - 2025-10-15	10	0	0	5		0	0		2	0	0	3		8	0	0	5,5		0	0			
city 21 pan asian restaurant & lounge ул. укчи, 1 фото	2025-01-01 - 2025-10-15	10	1	10	8,4	8	0	0		0	0				10	1	10	8,4	8	0	0			
карта	2025-01-01 - 2025-10-15	10	0	0	3,3		5	0	0	2	0	0	2,5		3	0	0	7,666666667		0	0			
дворец международных форумов	2025-01-01 - 2025-10-15	10	0	0	8,2		0	0		0	0				8	0	0	7,5		2	0	0	11	
ташкент,ул,,бобура	2025-01-01 - 2025-10-15	10	0	0	6,2		0	0		0	0				10	0	0	6,2		0	0			
